product_id_A,category_A,product_id_B,category_B,avg_price_A,avg_price_B,avg_total_freight,product_similarity,bundle_effectiveness,price_ratio,total_bundle_cost,freight_to_price_ratio
1ba4e3fe92f16fd5a8942f7b7d804b52,baby,bf44071ef18f5c9ded039681c68b1996,baby,79.9,79.9,24.01,1,1,0.9999874845120836,159.8,0.15024937265724245
1ba4e3fe92f16fd5a8942f7b7d804b52,baby,e11092e9722d1b6f8c18cd8947a1daff,baby,79.9,79.9,24.01,1,1,0.9999874845120836,159.8,0.15024937265724245
1bc1199ed7fbe6f13ea973952868b93e,telephony,515bd603359b578cf72ec3524f57be73,telephony,38.99,38.99,15.1,1,0,0.9999743530558335,77.98,0.19363691155537885
1bfb290d7273a442c874dbe74b4abae6,office_furniture,3eef0cb94ba82de806bb30ab743c7655,office_furniture,79.99,79.99,8.33,1,1,0.9999874985935917,159.98,0.05206868315612479
1c27515baa5bece76d41e2353efcdd8e,housewares,a0498bf8b8ff0c35a6b8c736a71526ab,housewares,79.0,88.0,24.62,1,1,0.8977170713969159,167.0,0.14742426692055735
1c27515baa5bece76d41e2353efcdd8e,housewares,b5661cf46c147805adc83695fb04f487,housewares,79.0,69.0,24.62,1,1,1.144910943319662,148.0,0.16635022736332863
1c4b558889819d00efc1ec52e76bc450,baby,96cfc72c759891226dacf3dfb303d6c1,fashion_bags_accessories,34.9,59.9,11.65,0,0,0.5826280028714045,94.8,0.12288899906119134
1c4de4dd53a801716c8a3a2cf51f35fa,watches_gifts,a367f823feb49954fedb4f4a43ad9db2,watches_gifts,149.0,149.0,12.54,1,0,0.9999932886356467,298.0,0.042080395703370126
1c5507038caa58651b5f07b729f97774,fashion_bags_accessories,24ea331e89e0cc6fde885752b3eb2c23,fashion_bags_accessories,39.9,35.0,13.92,1,0,1.1399674295020144,74.9,0.18584531581687824
1c5507038caa58651b5f07b729f97774,fashion_bags_accessories,4fa7e168d8cf9a9cb233e7a0d2821e94,fashion_bags_accessories,39.9,39.9,13.92,1,0,0.9999749379714795,79.8,0.17443390433703837
1c5507038caa58651b5f07b729f97774,fashion_bags_accessories,7f9979f68f998401e84c91d2ca6933fd,fashion_bags_accessories,39.9,39.9,13.92,1,0,0.9999749379714795,79.8,0.17443390433703837
1c55a8be0613dd888ed9c039cea3d660,furniture_living_room,2ff995aead9c63a1f37a07b3664ead37,furniture_living_room,49.99,74.99,42.11,1,0,0.6666133269325653,124.97999999999999,0.33693121354445876
1c55a8be0613dd888ed9c039cea3d660,furniture_living_room,464a2bd11ce5cf1fcfb4f609dedcf914,furniture_living_room,71.9,63.9,25.77,1,0,1.125178009733807,135.8,0.18976296198113413
1c55a8be0613dd888ed9c039cea3d660,furniture_living_room,caf9add3dcd98d688be0064d9faf65b1,furniture_living_room,71.9,54.9,25.77,1,0,1.3096300613832172,126.80000000000001,0.2032318357110748
1c5b28beb34835f960261f45ba22a136,perfumery,4299cf45bc9aa8ef5bd9337035c286e5,perfumery,69.9,42.9,9.45,1,0,1.629332649588588,112.80000000000001,0.08377585305094812
1c63d0a4d75df524d4605a43285925d7,baby,5e26cbd45b83e411e82e3a8cafa8d951,baby,60.0,109.9,11.02,1,0,0.5459458967616309,169.9,0.06486130158150923
1c6c35cdf70ee1c3515cd1527f4aa6d8,stationery,5140431c54f26f3706d901fef4b1a528,stationery,79.9,139.9,5.29,1,0,0.5711181478331105,219.8,0.024067224443928826
1c8c80454d9a8829112d5be9fe885fab,sports_leisure,781afe929e3016a667f5f439afd55fce,sports_leisure,159.9,104.7,19.48,1,1,1.5272060438773267,264.6,0.07362028110249016
1c93b38903bf11d9a9bd28f3c65481d6,home_confort,4d687600c495f2049542171633cf1f77,bed_bath_table,230.0,210.0,61.85,0,0,1.0952328798434292,440.0,0.1405678623457674
1c93b38903bf11d9a9bd28f3c65481d6,home_confort,946b20e2799c73ad1f8f95440f723ce4,bed_bath_table,230.0,210.0,61.85,0,0,1.0952328798434292,440.0,0.1405678623457674
1c99a6128a79a5fb5a34c1c6b3be9067,fashion_shoes,6f2c108731ef77738da45855e737c1bd,fashion_shoes,74.9,74.9,30.47,1,0,0.9999866490434038,149.8,0.2034031815541952
1c9b5793de6c3d9117b6218552c87a8f,perfumery,b29c9ac1d3d4e8866f6c4ad814ae9591,health_beauty,16.9,128.0,22.12,0,0,0.13203021851391786,144.9,0.15265595130468387
1c9c1e9c68e2311f81258433b7e0092b,furniture_decor,49d703d64ccd635b04ed7ed75d0f427b,furniture_decor,33.0,33.0,3.07,1,0,0.9999696978879429,66.0,0.0465144467508068
1c9c1e9c68e2311f81258433b7e0092b,furniture_decor,4d4321549f8f978a19a4d17588b1e770,home_confort,33.0,269.0,3.07,0,0,0.12267612388058038,302.0,0.010165529253214393
1cac29154057b66c1cfcb6ff58e2fdbf,housewares,3c839ed874f2e0444a38bfc8daf5ad5e,housewares,42.42,161.42,20.895,1,1,0.2627910866615868,203.83999999999997,0.1025063652552725
1cac29154057b66c1cfcb6ff58e2fdbf,housewares,625218e2e2b4668a47d08911e0def1a4,housewares,42.42,42.42,19.36,1,0,0.9999764267697603,84.84,0.22819155832675236
1cbae91a0159b540e3d3a43193d3e970,watches_gifts,707bca6b5d739372cad12a1694ca7d0b,watches_gifts,81.25,81.25,15.32,1,0,0.9999876924591696,162.5,0.09427634291481284
1cc6c532b1ed8a5250688f8136e01cf7,auto,b47246a2d424fae0bb3e352ef204496a,auto,67.58,100.0,5.83,1,0,0.6757932420675793,167.57999999999998,0.03478914674097899
1ccef988a8dd457a93b0b4833b8f0724,telephony,ad1128daf194f4b6ac4256e16233497c,telephony,35.0,45.0,14.1,1,0,0.7777604942112398,80.0,0.1762477969025387
1ce5b88456351c3b986532265a56d223,bed_bath_table,35afc973633aaeb6b877ff57b2793310,home_confort,24.9,89.9,23.73,0,1,0.27697133513531547,114.80000000000001,0.20670551650246946
1d0b9497ac4f258fbd822c52ff61b5f4,bed_bath_table,fb2f2ec90b4ee90ad257bbf89d01247e,bed_bath_table,30.0,39.99,6.62,1,1,0.7501687879772949,69.99000000000001,0.09458358931862666
1d1415f17f1a93060326d6c3e223aa3c,toys,91aafdd30514579d1568b6f5ae9f4d46,toys,85.9,80.0,10.45,1,0,1.0737365782927712,165.9,0.0629893731803907
1d3f55c00acdb29bd959f2760abc8b7d,auto,f4f67ccaece962d013a4e1d7dc3a61f7,auto,176.9,241.1,22.34,1,0,0.7337174047390927,418.0,0.053444848218066464
1d4de03a6141ce2a2ae5a97f51cabb37,bed_bath_table,1f30aacc69904c0d0bf8d05cb2abef72,bed_bath_table,199.0,135.0,15.22,1,0,1.47406315508774,334.0,0.045568725842138204
1d7db62a21ffb4f220d3e8a05fa77e02,fashion_bags_accessories,bad4b094223996122f7ac8348faca465,fashion_bags_accessories,32.0,8.9,25.45,1,0,3.595101673969217,40.9,0.6222341752035403
1d93a1a9ef04cca09f4737fc380e0d6e,housewares,a89e5c817a0c1fd1487d78cba0714a4d,housewares,91.9,109.9,15.45,1,0,0.8362071318732314,201.8,0.07656057204870144
1d994f3116c393f22021e72f17ab5af5,food_drink,63de579e88d8a9982d2e279eba56e753,food_drink,44.7,44.7,14.1,1,0,0.9999776291358136,89.4,0.157716356640306
1d9faf066ad6f04ab65cdca8a7cdccec,bed_bath_table,252dc23ff7e1241d046a1c2c5041ffb5,bed_bath_table,59.9,74.9,14.05,1,0,0.7997223001028022,134.8,0.10422771344426228
1da502ed939a029f4bee6cdc8341b4ac,books_technical,23e74bef13b99119b1828789058a126f,books_technical,29.45,39.9,9.34,1,0,0.73807673993133,69.35,0.13467722166947846
1dc7685f4fdb9622d84ae2ec658d5bbf,computers_accessories,8d2acb5eb701be18bccec69a070fd23d,computers_accessories,199.0,195.99,10.86,1,0,1.0153527457893474,394.99,0.02749429733842037
1dc7685f4fdb9622d84ae2ec658d5bbf,computers_accessories,a46875fb5b8d19ac3cff18deb9bae57e,computers_accessories,199.0,225.91,18.655,1,1,0.8808778678329077,424.90999999999997,0.04390331151700004
1dc7685f4fdb9622d84ae2ec658d5bbf,computers_accessories,b7d2c90f9161dc69fa75d22572003bc4,computers_accessories,199.0,284.0,16.78,1,1,0.7007017580924011,483.0,0.034741128900354246
1dc7685f4fdb9622d84ae2ec658d5bbf,computers_accessories,e256d05115f9eb3766f3ab752132a4e2,computers_accessories,196.5,251.5,19.125,1,1,0.781309020640077,448.0,0.04268963685348917
1dc7685f4fdb9622d84ae2ec658d5bbf,computers_accessories,f37d4bcbd21078ef36fd59518e99f045,computers_accessories,199.0,199.0,13.72,1,0,0.9999949748996236,398.0,0.034472275195288456
1de1332e38dc2f575edfeae165edea4e,bed_bath_table,ba131cee7989ef04b93a79030969c92f,furniture_decor,135.0,25.0,26.86,0,0,5.399784008639654,160.0,0.16787395078780756
1df5ecdbd7a222e8e37cc6aec3fccbb7,health_beauty,d325b4b600e06bd11a1f8afdfdf3679c,health_beauty,112.99,154.99,29.2,1,0,0.7290100715525417,267.98,0.1089629488657778
1e56c680b07833e85fec6904b2c7e4b8,pet_shop,77ccbcf251886c8b83676fc918e7336c,pet_shop,59.99,49.99,25.66,1,0,1.2000160028805185,109.98,0.2333130267955374
1e595b3b56d00f9d6ad0c3215ae2f56d,bed_bath_table,e30aaafe45e34ce07003ef0cfcb6e49d,bed_bath_table,40.0,160.0,16.96,1,0,0.24999843750976555,200.0,0.08479957600211999
1e618d311a1b7f88a9d96ec50aa85582,housewares,4b96786612ebe7463132fce2c4dca136,housewares,129.0,129.0,23.56,1,0,0.9999922481221075,258.0,0.0913174755136608
1e618d311a1b7f88a9d96ec50aa85582,housewares,4dda033e39cdc37ce2932b7ba6e8a0f7,bed_bath_table,129.0,203.99,86.7,0,0,0.632380840331191,332.99,0.2603673973170446
1eaf224c19e07b6e50bf0119eea1dd26,bed_bath_table,9b1430fd2db68dd26abc986921680143,bed_bath_table,129.9,44.9,11.57,1,0,2.893031335604998,174.8,0.06618955269134616
1eaf224c19e07b6e50bf0119eea1dd26,bed_bath_table,9f4a55260fae788c26fcbb2b934ffa52,bed_bath_table,99.9,99.9,17.93,1,0,0.9999899900901892,199.8,0.08973929059414117
1eaf224c19e07b6e50bf0119eea1dd26,bed_bath_table,fb783e3e545937820b57fe539b2c5a6c,bed_bath_table,99.9,99.9,17.93,1,0,0.9999899900901892,199.8,0.08973929059414117
1eba879220bd0981a0e2fbab499ed4e1,office_furniture,8ed094bfe076c568f6bb10feada3f75d,office_furniture,79.99,179.9,13.729999999999999,1,1,0.4446334372793925,259.89,0.05282984020223863
1ebb6bef272babda147dfdc51b0201e7,fashion_bags_accessories,eed87e4310f2dbbddf043552065b660e,fashion_bags_accessories,34.9,24.9,20.14,1,0,1.4015501385486526,59.8,0.33678366582498626
1ebde342c905182ffc07333fc569c590,bed_bath_table,ce6f74096c84567f22728c84f3d6e7fc,bed_bath_table,44.85,114.9,21.55,1,0,0.39033602840706344,159.75,0.13489743413186772
1ec5d3bb50a489c6ac8923101492c197,cool_stuff,b62a475bcfd309c66d84a1a93aa75fd8,furniture_decor,93.9,44.99,26.27,0,0,2.0870840834833633,138.89000000000001,0.18914112505489913
1ecbc86db1d81121dcf8790e2fa31ddd,housewares,75b317dc3a4d186a05953668cb82ec66,housewares,9.9,20.4,12.32,1,0,0.48527032988578994,30.299999999999997,0.40658724134517016
1ee1a3e374020805c935a1a99975e414,telephony,a388f2043ca885de714453e4fac616e2,telephony,34.99,24.9,7.47,1,0,1.4051644512268584,59.89,0.12472658663238216
1f1354b0aa934e7ad75546467a6d028b,furniture_decor,67f9d01bcd84e2229ba6f8a75b635b40,furniture_decor,19.9,19.9,8.33,1,0,0.9999497512687804,39.8,0.20929122383859705
1f1354b0aa934e7ad75546467a6d028b,furniture_decor,7e441b33f896ba519d58063f4c714bef,furniture_decor,19.9,19.9,8.33,1,0,0.9999497512687804,39.8,0.20929122383859705
1f1354b0aa934e7ad75546467a6d028b,furniture_decor,b6f9abef16fdfec89e4f3675f6627dca,furniture_decor,19.9,19.9,8.33,1,0,0.9999497512687804,39.8,0.20929122383859705
1f1354b0aa934e7ad75546467a6d028b,furniture_decor,d54a7e69c3102b38b13952aeae0bc8f3,furniture_decor,19.9,19.9,8.33,1,0,0.9999497512687804,39.8,0.20929122383859705
1f14955ab3f179a666e101d5984b1319,fashion_bags_accessories,57518979d2090ce36061fdb544c8515a,fashion_bags_accessories,40.0,40.0,7.78,1,0,0.9999750006249845,80.0,0.09724878439019512
1f58ebdc810e1d5c7cead7f763c27a94,bed_bath_table,f28fd17099749b33b6e5081515b2e797,bed_bath_table,85.9,49.0,20.52,1,0,1.7530254484602357,134.9,0.15211154846887717
1f78ffcfb88226a0905e335084c1fa5d,bed_bath_table,a78b7b0cc4bc7068c5ba6051f0101484,bed_bath_table,129.99,175.23,86.74,1,0,0.7418207965485559,305.22,0.2841875231389714
1f792af77962621fcc80d95c2897bb19,bed_bath_table,8c6d562d9dde3d9658cf7496f61c1bc0,bed_bath_table,10.8,7.9,18.23,1,1,1.3669155803062902,18.700000000000003,0.9748141810598362
1fa419f430caa58899132fe77917b7b6,furniture_decor,6e41ce53043104a92912099c90215f1e,furniture_decor,56.99,49.99,18.91,1,0,1.1400052009361685,106.98,0.17676035931614023
1fa419f430caa58899132fe77917b7b6,furniture_decor,ce497a3d92ec305f5d9ef0c4b6980a95,furniture_decor,56.99,49.99,18.91,1,0,1.1400052009361685,106.98,0.17676035931614023
1fa4ef78e1b8f0afea31e4ae9578affd,bed_bath_table,d4fa4ad0e82fea0c12d7cf3f773a03b1,bed_bath_table,59.99,59.99,21.37,1,0,0.9999833308329583,119.98,0.17811153432626833
1fa5685b6d15b1f431092eb5e391250c,furniture_decor,69455f41626a745aea9ee9164cb9eafd,watches_gifts,79.9,124.0,26.57,0,0,0.6443496423415941,203.9,0.13030833590811228
1fc6e1729d564ec77eeeb9df95fca74f,fashion_bags_accessories,473ecd4c15ecda05e4044ef14f1f4c2e,fashion_bags_accessories,59.9,59.9,11.03,1,0,0.9999833057878834,119.8,0.09206934833599051
1fd3bb291e0dba9d6081eb914303993b,housewares,a8d44734cde6fbd2f5c32818da67b97a,housewares,28.99,17.9,24.97,1,0,1.6194625998547567,46.89,0.5325115693843168
1fd3bb291e0dba9d6081eb914303993b,housewares,ac7e981115ad47f0e051f1b8b97e73b1,housewares,26.07,27.99,16.67,1,0,0.9313707977564217,54.06,0.3083553763341411
1fdac0720456c9b74b0a93aeb821d5a2,furniture_decor,60cfed7bb114878f269131d2857b226d,furniture_decor,26.0,26.0,19.93,1,0,0.9999615399407714,52.0,0.38326186034883947
1fe459940e7d5e442ac6c1ee4d137989,drinks,cd48f265a63e13b762601f5f794c5fca,drinks,58.0,47.49,13.05,1,0,1.2212840327641026,105.49000000000001,0.12370723568835255
1fe7076c53248559454a7e1d6c1037f9,bed_bath_table,8cba6b5fd208416dd934839f74f568e3,bed_bath_table,36.99,36.99,11.85,1,0,0.9999729663972319,73.98,0.16017626147254022
1fe7076c53248559454a7e1d6c1037f9,bed_bath_table,ce003d873dc7d3c9482b894f2f2cc3e3,bed_bath_table,36.99,36.99,11.85,1,1,0.9999729663972319,73.98,0.16017626147254022
1fe8e6e01596885617fa1c90d29c2f81,health_beauty,44f90f085c7a825863cbf867990e1513,health_beauty,81.56,26.14,9.37,1,0,3.12000306032669,107.7,0.08700012070454312
1fe8e6e01596885617fa1c90d29c2f81,health_beauty,65e3848513c9ab70bf542e5d694cf072,health_beauty,81.56,36.85,0.14,1,0,2.213237089902581,118.41,0.001182322588273049
1fe8e6e01596885617fa1c90d29c2f81,health_beauty,f3b5bbdfd20be94cc96583501d2819ce,health_beauty,81.56,151.74,0.14,1,0,0.5374948102358624,233.3,0.0006000831543799641
2012a57204f00f8fd57f8196130bee26,bed_bath_table,94bb0da423501924c41368236d88e808,bed_bath_table,55.0,55.0,12.83,1,0,0.9999818185123908,110.0,0.1166353033154244
2028bf1b01cafb2d2b1901fca4083222,perfumery,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,49.99,44.99,2.74,1,0,1.1111111111111112,94.98,0.02884787483812552
202bd859659a841de892b00c341300ff,watches_gifts,5c692818d313aa12864b48ac0c2472c2,watches_gifts,35.0,29.0,15.1,1,0,1.2068549360366883,64.0,0.2359338135341635
202bd859659a841de892b00c341300ff,watches_gifts,e57eb018e37376580079825eb29a3419,watches_gifts,35.0,80.0,6.31,1,0,0.43749453131835847,115.0,0.05486908809488612
202d6bc7af7609f371b94e032925d314,bed_bath_table,de7be0e706ff92660bc06681f07ca950,bed_bath_table,28.99,29.0,15.1,1,0,0.9996207027343884,57.989999999999995,0.26038523219120213
202d7062d09aa564dfd5aaa1aac775b6,furniture_decor,527b0d563a8729f44d5ffb437100931f,perfumery,295.0,79.0,29.2,0,0,3.7341299477221805,374.0,0.07807465755439157
2039ecc2a76b653fb536a86a570e66d8,sports_leisure,83f2c628d86dde5369cde6ffb51d919a,sports_leisure,97.9,85.9,6.38,1,0,1.1396840549004086,183.8,0.03471145423583114
20531b0644a0719b8d506c4db3c56609,housewares,37933ba010cb5d5f231585d26287bed3,housewares,149.0,129.0,40.14,1,0,1.1550298059704962,278.0,0.14438796982744667
20531b0644a0719b8d506c4db3c56609,housewares,3b94e26edc496743bbce82c42f0a9903,furniture_decor,138.0,54.9,31.48,0,0,2.5136154168412235,192.9,0.16319251844210242
20531b0644a0719b8d506c4db3c56609,housewares,5a3f2f6e363dcc2277ba8df88f3a078c,housewares,138.0,93.9,59.73,1,0,1.469632911257601,231.9,0.25756680652519826
205448428c05215b1d0bd5c9d2a1ee3c,bed_bath_table,fafe25fbb0bcbd7b5112ab0070940790,bed_bath_table,19.99,19.99,7.66,1,0,0.9999499774898704,39.98,0.1915910057277207
205cf43d203186d5eb440a791a5b7404,baby,4c3ae5db49258df0784827bdacf3b396,baby,25.0,20.0,15.65,1,0,1.2499375031248436,45.0,0.3477700495544544
205cf43d203186d5eb440a791a5b7404,baby,f908d3bf313a1308bfb2a46ea2685347,toys,25.0,35.0,19.3,0,1,0.7142653067055228,60.0,0.3216613056449059
20767ba46ff14007ce4ed2cb1c4d546a,bed_bath_table,4cee3d875eb2f9d331aae01b8c4781e8,bed_bath_table,80.0,69.99,16.28,1,0,1.1430041005272107,149.99,0.10853984572407678
207bb2d8180c2c7654872f6fab96e40e,telephony,410d5b211dce5611e7a6412bf0cc30fa,telephony,19.9,18.99,25.0,1,0,1.0478647780527617,38.89,0.642822246792317
209699610264262664b7357184f3b83f,health_beauty,ab33dc82f8f99512a4a7086d5e143b96,health_beauty,79.9,67.8,11.47,1,0,1.17844869544697,147.7,0.07765688790190994
20d458d013a3988f71009298fecd8607,bed_bath_table,cce679660c66e6fbd5c8091dfd29e9cd,bed_bath_table,17.9,17.9,11.85,1,0,0.9999441371990391,35.8,0.3309963408843329
20d458d013a3988f71009298fecd8607,bed_bath_table,cf6514025ef5d3a93d69d2a7bfa4036b,bed_bath_table,17.9,17.9,11.85,1,0,0.9999441371990391,35.8,0.3309963408843329
20f0c3fea244885a018ecb6e263aa9d9,home_construction,e27477bc051dcfafd523c6064551bd25,furniture_decor,41.95,110.4,10.41,0,0,0.3799784422242552,152.35000000000002,0.06832905593005624
20f9d67f27a7593da8c9e8981d4f81c8,bed_bath_table,315c6373ff469f7b7f60bbb36c319f7b,bed_bath_table,36.99,36.99,11.85,1,0,0.9999729663972319,73.98,0.16017626147254022
211293b50935ced8d4370f552c482d74,drinks,7cb5b984262835ef46a1ed83d04d0d44,drinks,19.49,45.0,5.07,1,0,0.43310148663363035,64.49,0.07861562078429549
211293b50935ced8d4370f552c482d74,drinks,abaefce0c17047c6829ff4078f2005d0,sports_leisure,19.49,24.99,7.73,0,0,0.7798807570725461,44.48,0.17378206425215265
211d04c14dd756f5e4dec38c19187fdb,bed_bath_table,5d90b82ad1fdff812987fa28158b7984,bed_bath_table,84.44,39.9,18.72,1,0,2.1162376882784892,124.34,0.15055371920766278
2136c70bbe723d338fab53da3c03e6dc,watches_gifts,40c7fdb4c192c7df52431d1b079f9026,watches_gifts,29.0,39.0,7.78,1,0,0.7435706776749315,68.0,0.11441008220467346
2136c70bbe723d338fab53da3c03e6dc,watches_gifts,43423cdffde7fda63d0414ed38c11a73,watches_gifts,29.0,55.0,8.63,1,0,0.5272631406701697,84.0,0.1027368721800931
2136c70bbe723d338fab53da3c03e6dc,watches_gifts,555cdc8ae3abc9870afa02367539b799,watches_gifts,29.0,49.0,15.1,1,0,0.5918246566396604,78.0,0.19358726170177304
2136c70bbe723d338fab53da3c03e6dc,watches_gifts,5c692818d313aa12864b48ac0c2472c2,watches_gifts,29.0,29.0,11.44,1,1,0.9999655184303989,58.0,0.1972379786555404
2136c70bbe723d338fab53da3c03e6dc,watches_gifts,7703b8cb5b77fbb36518ea91e2ca734f,watches_gifts,29.0,39.0,14.1,1,0,0.7435706776749315,68.0,0.2073498919133542
2136c70bbe723d338fab53da3c03e6dc,watches_gifts,9c7ce59c96e74dfdfc51f13a4a6c3869,watches_gifts,29.0,29.0,7.39,1,0,0.9999655184303989,58.0,0.12741159635178703
2136c70bbe723d338fab53da3c03e6dc,watches_gifts,a84d0660dbffebf352aefbf1a6b18d00,watches_gifts,29.0,29.0,11.365,1,1,0.9999655184303989,58.0,0.19594489750176722
2136c70bbe723d338fab53da3c03e6dc,watches_gifts,e57eb018e37376580079825eb29a3419,watches_gifts,29.0,80.0,6.31,1,0,0.3624954688066399,109.0,0.057889377161677406
2136c70bbe723d338fab53da3c03e6dc,watches_gifts,e7890707ac0e4e190a74aa46c92e2c94,watches_gifts,29.0,59.0,8.87,1,1,0.49151709293062834,88.0,0.10079430915557776
2136c70bbe723d338fab53da3c03e6dc,watches_gifts,ed836edc15625c202f6ba85dbbe95c3a,watches_gifts,29.0,29.0,17.63,1,0,0.9999655184303989,58.0,0.30396027654695607
214d074d545a9cedee55284805a1335f,furniture_decor,b2cadb94baef5a2eb2e36c6047dd5f34,furniture_decor,149.0,149.0,67.56,1,0,0.9999932886356467,298.0,0.2267106486219845
214d074d545a9cedee55284805a1335f,furniture_decor,bacd57da107b14a22ff6bb86830fd4b2,furniture_decor,149.0,149.0,67.56,1,0,0.9999932886356467,298.0,0.2267106486219845
21634fadc73ca34ac36813b02f1f10c8,housewares,fb4dc3571e0698692224020b5b1b672a,housewares,34.9,34.9,2.05,1,0,0.9999713475258589,69.8,0.029369206744889038
216ac797639b7734f0b125861ea845ae,stationery,3731a08877914ac1dbf9b7c995854f84,stationery,44.0,29.3,18.36,1,0,1.5016552336097744,73.3,0.2504740726593089
216bfe821826c195bf9da55b12a6c296,electronics,cadb69af336c16aba5c5223599821245,electronics,12.9,13.65,14.1,1,1,0.9449857153322101,26.55,0.531053444314715
2174a02a3c42e648e408c9b3505c54d3,sports_leisure,3625fbaf8284047185fb0351f2f84ae3,sports_leisure,174.51,169.9,34.44,1,0,1.0271275625217038,344.40999999999997,0.09999680614149956
2174a02a3c42e648e408c9b3505c54d3,sports_leisure,88c20c5a22f2ca169af8cfc2df00a7a2,sports_leisure,174.51,69.9,34.44,1,1,2.496530807856826,244.41,0.1409101881666537
2187a2f05e362364c24d44feaeb40243,toys,ead6d52e3dc075669af5d7a1958b0f07,toys,94.99,94.99,17.12,1,0,0.9999894726868861,189.98,0.09011427458535327
2196812e80b905c7071389c10ad035d3,furniture_decor,6d0a373c460a041c86167a92a5d3383e,furniture_decor,99.0,299.0,16.62,1,0,0.33110257156330586,398.0,0.04175868904851998
2196812e80b905c7071389c10ad035d3,furniture_decor,b3a397db9c6b4ddfed9d46f6fa03c65e,furniture_decor,99.0,99.0,16.62,1,0,0.9999898990919284,198.0,0.083938970005202
2196812e80b905c7071389c10ad035d3,furniture_decor,c858f88f3de50584c39e8b4fafdd7d61,furniture_decor,99.0,99.0,16.62,1,0,0.9999898990919284,198.0,0.083938970005202
2196812e80b905c7071389c10ad035d3,furniture_decor,d3ceda8c68fb31960dab19adf28e5c6d,furniture_decor,99.0,99.0,16.62,1,0,0.9999898990919284,198.0,0.083938970005202
2196812e80b905c7071389c10ad035d3,furniture_decor,dbe77c6f7f0935b442ef0c4df2ee3efe,furniture_decor,99.0,99.0,16.62,1,0,0.9999898990919284,198.0,0.083938970005202
2196812e80b905c7071389c10ad035d3,furniture_decor,fd471a043ee8b8dd27f4086495e0724c,furniture_decor,99.0,299.0,16.62,1,0,0.33110257156330586,398.0,0.04175868904851998
21d2fdced5c69bfc6539b67908a4ad28,furniture_living_room,451482edc91f59c001a5a3a0e4d594bf,furniture_living_room,177.99,319.0,207.78,1,0,0.5579606333522467,496.99,0.4180759812551938
21e72a490cbe93ed7aa675d2b1ae105a,computers_accessories,49d05515656ae5bacab920395f834244,computers_accessories,217.91,217.9,17.24,1,0,1.0000413031606095,435.81,0.039558432439750255
21e72a490cbe93ed7aa675d2b1ae105a,computers_accessories,54c9eeb3eec23150e817e2048c9c4c31,computers_accessories,217.91,217.91,17.24,1,0,0.9999954109705338,435.82,0.03955752476360708
21e72a490cbe93ed7aa675d2b1ae105a,computers_accessories,b811b7a802d2bc88a918a9b785a6c18a,computers_accessories,217.91,217.9,17.24,1,0,1.0000413031606095,435.81,0.039558432439750255
21ee06f7fd37a6fe4841865339411674,computers_accessories,61509eaebb2d4bd1a7511b1a75703f8c,housewares,39.0,26.15,18.23,0,0,1.49133876333601,65.15,0.27981151478872157
2265e8aa066cc6c4528d4be900eb5b64,furniture_decor,4275f85d0173354d8ca336b70a87aa6a,baby,17.9,89.06,15.58,0,1,0.20098584116504414,106.96000000000001,0.14566056787053222
2265e8aa066cc6c4528d4be900eb5b64,furniture_decor,eeba3ee5aa7d1d571752248eb4c81c20,furniture_decor,17.9,14.9,4.61,1,1,1.2012616602912556,32.8,0.14054449559464655
226f3829f99a5f02578560da8708c8f7,perfumery,781afe929e3016a667f5f439afd55fce,sports_leisure,82.0,109.9,19.12,0,0,0.7461260589075622,191.9,0.09963470747937739
228f57b1acb5bdce9401c58653c8cc14,watches_gifts,2e19ac96fc0b777c7e0c821618eaf98a,watches_gifts,169.99,175.0,6.15,1,0,0.9713658779092691,344.99,0.01782655199700862
22c5ddc22ea8cae84fc9917def682dc6,perfumery,b1631003bdbc3b1e876f83a7d851d74a,perfumery,56.99,56.99,15.15,1,0,0.9999824533698304,113.98,0.1329168896570481
22c7191da97262f0f39de80e1951dce2,auto,972d4aba7eb9ba03a5b7950751f11f60,auto,29.0,15.0,14.22,1,0,1.9332044530364643,44.0,0.3231744733074249
22c7191da97262f0f39de80e1951dce2,auto,9d240cb98df035e3ef147117b92aa0e7,auto,29.0,29.0,14.22,1,0,0.9999655184303989,58.0,0.24516818675540078
22c7191da97262f0f39de80e1951dce2,auto,cae8c962ad47ff05a508e6fec4146e1a,auto,29.0,29.0,14.22,1,0,0.9999655184303989,58.0,0.24516818675540078
22c7191da97262f0f39de80e1951dce2,auto,e6e3140cdd035e915d6d4a9eae2ccead,auto,29.0,29.0,14.22,1,0,0.9999655184303989,58.0,0.24516818675540078
230907d5dd938f510eefba95ef295da8,housewares,8218c41b07f96e9465fdc0931fb81faf,housewares,32.0,32.0,7.78,1,0,0.999968750976532,64.0,0.12156060061561537
23206e13f48ea61c1ce141465951d74f,bed_bath_table,f65464750198350b78735037a9b35dd2,bed_bath_table,130.99,210.0,28.65,1,0,0.6237589344812644,340.99,0.08401981283963507
232a5adb0fc1881bbfeb03560c639c31,home_construction,64fc6010136aa59736e148c404e77a54,home_construction,39.95,79.9,15.43,1,1,0.4999937422560418,119.85000000000001,0.12874318946024646
232b2effc9d2cc8f1e696e65e108797c,perfumery,fd0f7402731790468090d7895cf61c0f,perfumery,62.9,69.9,15.21,1,0,0.8998440651778943,132.8,0.11453227008832764
